ID_opera,Provenienza,Titolo,Tipo,Soggetto,QID_Sogg.,Autore_1,QID_1,Autore_2,QID_2,Autore_3,QID_3,Data,Specifiche_Data,Restaurato,Data_Restauro,Autore_Restauro
AGNESE2_001,ALTARE,IL MIRACOLO DEI CAPELLI,BASSORILIEVO,S.AGNESE,Q210096,ALGARDI,Q336798,NULL,NULL,NULL,NULL,NULL,NULL,NO,NULL,NULL
