ID_opera,Provenienza,Titolo,Tipo,Materiale,Soggetto(QID),Autore_1(QID),Autore_2(QID),Autore_3(QID),Data,Specifiche_Data(Da-A),Data_Restauro,Autore_Restauro
MARIACONCEZIONE_001,ANTICO CIMITERO,DISEGNO ROCOCÒ,SCULTURA,OSSA,SCHELETRI FRATI CAPPUCCINI(NULL),NULL,NULL,NULL,NULL,NULL,NULL,NULL
